,UTC_Time,Date,Tweet_Content,Manual_Training_Labels,Is_Training,Manual_Testing_Labels,Is_Testing
20,2020-01-02 17:42:59+00:00,2020-01-02,"Dilbert, identified with #GoogleLens. This captures the rationale behind the #warroom. Let's help Kenney abuse political power with our own fake news &amp; disinformation on #abenergy before renewables &amp; electric vehicles take over. https://t.co/R3ps0GHTKV",nan,0,nan,0
21,2020-01-02 15:25:04+00:00,2020-01-02,"With #ReadyEV, our customers can now receive a rebate up to $500 on a Level 2 charger and installation for their electric vehicles, covering a majority of the cost of the charger. https://t.co/Sh52AAPucv https://t.co/Pdylh8qHtf",nan,0,nan,0
22,2020-01-02 10:00:00+00:00,2020-01-02,"With a packed programme covering contemporary topics such as electric vehicles, behaviour change and emerging technologies, the Resource Conference Cymru 2020 is not to be missed. Book by 31 January to claim your early bird discount: https://t.co/ETfC7gAAKB #ciwmresource2020 https://t.co/SH8If0CCek",nan,0,nan,0
23,2020-01-02 11:00:01+00:00,2020-01-02,"Volkswagen has unveiled a new concept for a charging butler robot that can charge electric vehicles in a parking garage using mobile battery packs. 

VW  says that “mobile robots will charge electric vehicles completely autonomously in the future.” 

https://t.co/BBH6J1JmEt https://t.co/1sV3VOugTP",nan,0,nan,0
24,2020-01-02 21:15:07+00:00,2020-01-02,"With an output of 1656 Kilowatts and a maximum torque of 3,000 Newton metres, the ""Cigarette #AMG #Electric Drive #Concept"" is a fascinating  #EV #Electricboat #electricpowerboat #powerboat https://t.co/uom3yp3Gs2",nan,0,nan,0
25,2020-01-02 14:50:00+00:00,2020-01-02,"Congress and the White House showed no support for clean energy urgency in their $1.4 trillion budget compromise. Tax breaks for solar energy, electric vehicles and energy storage all were tossed aside. Here’s what did and didn’t make the cut.

https://t.co/5sfCoGkl9L",nan,0,nan,0
26,2020-01-02 23:31:03+00:00,2020-01-02,10 Ways That Car Dealerships Can Step Up To Sell Electric Vehicles https://t.co/dHOQ5S1W1j Good advice here. https://t.co/keHBqriToi,nan,0,nan,0
27,2020-01-02 16:14:48+00:00,2020-01-02,"Don't get me wrong. 
I believe the future belongs to electric vehicles.
(Especially if we can decarbonize our electrical grid!)
But not this kind... (1/2) https://t.co/Qa0lhJrGfJ",nan,0,nan,0
28,2020-01-02 23:00:29+00:00,2020-01-02,"Seating two in tandem and under cover,#Toyota #i-ROAD is an #electricvehicle with a range of up to 30 miles (50km) on a single charge. Using ‘Active Lean’ technology, it is safe, intuitive and enjoyable to drive, with no need for driver or passenger to wear a helmet.#EV https://t.co/yaKQTl2cX8",nan,0,nan,0
29,2020-01-02 19:38:55+00:00,2020-01-02,I'm watching Anthropocene documentary about man's impact on the planet. There is an excerpt from a new General Motors plant in Michigan that makes lithium batteries for electric vehicles. This is what American factories of the future look like. https://t.co/Nyk68JDyBY,nan,0,nan,0
30,2020-01-02 14:32:07+00:00,2020-01-02,".@UKVolkswagen has now delivered 250,000 electric vehicles. The e-Golf is the company's most successful model, with 104,000 units delivered, followed by the Golf GTE (51,000), Passat Variant GTE (42,000), and e-up! (21,000). 

Would you upgrade to a VW #EV? https://t.co/f2WJFsALsR",nan,0,nan,0
31,2020-01-02 16:05:47+00:00,2020-01-02,"""Electric vehicles are supposed to be green, but the truth is a bit murkier...don't use rapid chargers too often, don't recharge unless you really need it"" https://t.co/HRWtKEXQjL",nan,0,nan,0
32,2020-01-02 15:33:02+00:00,2020-01-02,"There will be over 30 live theater sessions at #FullyChargedLIVE in #Austin, #Texas next month including 'Can Electric Vehicles compete?' hosted by @LeilaniMunter with expert panellists.

Tickets available here - https://t.co/4PaBkCuUnb

https://t.co/OSXcTyfN4N https://t.co/B6DN08B3VC",nan,0,nan,0
33,2020-01-02 05:12:52+00:00,2020-01-02,With the surge in electric vehicles and battery technology I picked up https://t.co/4RjAvvCowf. It recently dropped a few months ago and I'd been watching it. Battery .company has been registered for a while. For $13.99 I saw potential. #Batteries,nan,0,nan,0
34,2020-01-02 18:07:45+00:00,2020-01-02,"""Just 7% those looking to buy a new car in 2020 would consider fully electric vehicles, while diesel cars will remain the most popular choice...

""Effective range between charges and cost have always been highlighted by motorists as their main concern.”

https://t.co/nixGn7108B",nan,0,nan,0
35,2020-01-02 18:00:00+00:00,2020-01-02,Check out the top 10 electric vehicles to look for in 2020! https://t.co/RKHM4yUALO https://t.co/nxONiJgBBh,nan,0,nan,0
36,2020-01-02 17:11:54+00:00,2020-01-02,Rust Belt region banks on becoming hub for electric vehicles https://t.co/Dzt3fseDpu,nan,0,nan,0
37,2020-01-02 15:00:02+00:00,2020-01-02,Growth in electric vehicles and renewable resources could reduce trade in auto parts and commodities. Link &gt;&gt; https://t.co/3sIaXsrpqw @McKinsey_MGI via @antgrasso #ElectricVehicle #RenewableEnergy #Mobility #FutureofMobility #Energy #EnergyEfficiency https://t.co/X4Uxr2NNzQ,nan,0,nan,0
38,2020-01-02 19:30:03+00:00,2020-01-02,"It’s #ScienceFictionDay, so we’re looking at what once seemed sci-fi &amp; how it’s become reality. Ford’s investing $11.5B in electric vehicles by 2022. For example, Ford’s #Mustang #Lithium “project” car generates over 1000 ft.-lbs. of instant torque &amp; over 900 HP. https://t.co/ST5crVldXD",nan,0,nan,0
39,2020-01-02 20:29:04+00:00,2020-01-02,"In celebration of #ScienceFictionDay, what once seemed like sci-fi has become reality. Ford's investing $11.5B in electric vehicles by 2022. For example, Ford’s #Mustang #Lithium “project” car generates over 1000 ft.-lbs. of instant torque &amp; over 900 HP. https://t.co/SC80HD5rhW https://t.co/4C5hbvZ9ny",nan,0,nan,0
40,2020-01-02 06:40:48+00:00,2020-01-02,"IntElect is a network of electric vehicles and charging stations working together to reduce energy use in small communities. 

FULL STORY | https://t.co/7fuDxNSVDo https://t.co/q14c7Lch87",nan,0,nan,0
41,2020-01-02 20:26:27+00:00,2020-01-02,The Alliance's Natasha Vidangos explains how new building codes could finally ensure new houses are ready to charge #EVs. Read it on our blog. https://t.co/HgjG7zWYKC,nan,0,nan,0
42,2020-01-02 19:26:10+00:00,2020-01-02,"If we apply the same personal ownership model to electric vehicles as we do gas cars, we’ll experience the same car-oriented patterns of dev. that currently exist. 

We may possibly be worse off as it’ll remove the ‘emissions shame’ factor from commuting &amp; cost will come down.",nan,0,nan,0
43,2020-01-02 16:58:35+00:00,2020-01-02,"We’ve brought forward our target for 1 million electric vehicles built per year to 2023 - two years earlier than originally stated.

By 2025, Volkswagen now aims to produce 1.5 million EVs annually.

Read more 👉 https://t.co/uVu2OamEJw #nowyoucan #VWID3 #voltswagen #justelectric https://t.co/e7pfNnH0Uy",nan,0,nan,0
44,2020-01-02 16:46:55+00:00,2020-01-02,"#ICYMI: Check out our most read articles of 2019! From electric vehicles and plastics, to ocean acidification and environmental remediation, learn how @NorthwesternU is pushing the boundaries in sustainability and energy: https://t.co/aP2t7nmWgy https://t.co/8Me741US4d",nan,0,nan,0
45,2020-01-02 02:01:01+00:00,2020-01-02,"Yes, electric vehicles really are better than fossil fuel burners

https://t.co/5YAjj32oJ4 @refindcom @michelledh https://t.co/OvFuUki1Ko",nan,0,nan,0
46,2020-01-02 11:15:11+00:00,2020-01-02,The next wave of electric vehicles will appear in 2020 | Engadget https://t.co/eFQ6jcimZZ,nan,0,nan,0
47,2020-01-02 14:00:19+00:00,2020-01-02,"The AA has called on the Irish Government to ramp up incentives for electric vehicles (EVs) as a survey shows that a majority of Ireland's car buyers are still considering buying diesel in 2020.

More details in our news story.  https://t.co/oDz6xqsn7q https://t.co/5jHukQVsUF",nan,0,nan,0
48,2020-01-02 10:20:40+00:00,2020-01-02,A sign of things to come in the UK? Isle of Man will tax electric vehicles in 2020 | RAC Drive https://t.co/RgirsJmlSL,nan,0,nan,0
49,2020-01-02 16:01:36+00:00,2020-01-02,Elon Musk Wants Underground Roads Just For Electric Vehicles | Carscoops https://t.co/6ipIfmF5Jv,nan,0,nan,0
50,2020-01-02 14:50:16+00:00,2020-01-02,Zero to 60 in 2.2 seconds? Electric vehicles to watch https://t.co/5srrt2yS5D via @BusinessCourier,nan,0,nan,0
51,2020-01-02 13:35:08+00:00,2020-01-02,"Electric vehicles: @ekWateur, @PlumEnergie and @Greenyellow_FR join forces with @jedlix to allow users to optimize charging and save money by engaging in the energy transition #ecology #EnR #renewables #VPP",nan,0,nan,0
52,2020-01-02 16:11:40+00:00,2020-01-02,"5am: stares longingly into morning sky, shakes fist
8am: meetings
12pm: ingests lunch paste
1pm: forgets Boston exists &amp; that the Big Dig didn't solve traffic, tweets accordingly
2pm: meetings
8pm: spends quality time with family*
11pm: low power mode

*of electric vehicles",nan,0,nan,0
53,2020-01-02 20:29:03+00:00,2020-01-02,"From plastics (@UMN_CSP) to packaging to electric vehicles (@UMNMERL), corn is finding its way into previously unthinkable markets. Learn about the research supported by corn farmers building a brighter future: https://t.co/pgIfzDvrrC https://t.co/owmVSmoOdC",nan,0,nan,0
54,2020-01-02 18:50:10+00:00,2020-01-02,"There will be twice as many vehicles on roads by 2050 🚗🚓🚐.

@theGEF’s new Global E-Mobility Program will help developing countries deploy electric vehicles at scale. The program will be implemented by @UNEP in partnership with @IEA: https://t.co/SL1NoUEbBY #GEFclimate https://t.co/mTPEWT7e1A",nan,0,nan,0
55,2020-01-02 17:32:00+00:00,2020-01-02,"“Electric vehicles are cheaper to maintain and operate than gas-powered vehicles and provide a huge opportunity for New York State to significantly reduce carbon emissions,” - @SenatorMetzger via @TRRnews
https://t.co/uG9FC0laqO",nan,0,nan,0
56,2020-01-02 16:40:06+00:00,2020-01-02,"Have you seen @Bestmile latest medium article? Co-Founder #AnneMellano focuses on battery capacity of #electric vehicles and how it impacts fleet orchestration! 🚗
https://t.co/HGbzb8Chh2 via @PartechPartners
#fleetorchestration #VDtech https://t.co/gRrJ6OLtz3",nan,0,nan,0
57,2020-01-02 12:12:19+00:00,2020-01-02,"Tesla’s price target was raised by more than $100 at Canaccord Genuity, which predicts the electric vehicles trend “will only accelerate in 2020” https://t.co/Wz49lpxezQ https://t.co/jVcI6NbQPw",nan,0,nan,0
58,2020-01-02 20:22:01+00:00,2020-01-02,"It’s #ScienceFictionDay. What once seemed like sci-fi is now reality. Did you know? Ford’s invested $11.5B in electric vehicles by 2022. For example, Ford’s #Mustang #Lithium “project” car generates over 1000 ft.-lbs. of instant torque &amp; over 900 HP. https://t.co/Yp5MVKAzG5 https://t.co/Eg9JuVeWvn",nan,0,nan,0
59,2020-01-02 14:53:31+00:00,2020-01-02,Turkish government creates TOGG car brand to sell electric vehicles. (Digital Trends) #EV #AutoIndustry https://t.co/YZmV8oWskx https://t.co/Jxdai3k9AE,nan,0,nan,0
60,2020-01-02 10:50:28+00:00,2020-01-02,Hybrid Electric Vehicles Market to Undertake Strapping Growth During 2019 to 2029 - https://t.co/CtcGuPNVsm,nan,0,nan,0
61,2020-01-02 22:00:36+00:00,2020-01-02,"The AA has called on the Irish Government to ramp up incentives for electric vehicles (EVs) as a survey shows that a majority of Ireland's car buyers are still considering buying diesel in 2020.

More details in our news story. https://t.co/oDz6xqsn7q https://t.co/Ngo8IlkFjF",nan,0,nan,0
62,2020-01-02 16:00:57+00:00,2020-01-02,"Electric vehicles are not a threat to the lubricants industry, as the loss in volume will be offset by increases in mobility, as reported in Fuels &amp; Lubes Asia magazine
#electricvehicles #lubricants 
https://t.co/FwdE7NPthP",nan,0,nan,0
63,2020-01-02 09:58:12+00:00,2020-01-02,10 Electric Vehicles to Watch https://t.co/cyjWQZl2go,nan,0,nan,0
64,2020-01-02 20:42:23+00:00,2020-01-02,#Design is under appreciated  in #climate &amp; ecological breakdown. US designs for dystopia. Electric vehicles don’t fix that. #cybertruck an example of a false technological fix.,nan,0,nan,0
65,2020-01-02 19:48:03+00:00,2020-01-02,"These horrific fires serve as yet another reminder of our inaction against the climate crisis. We have to invest in electric vehicles, solar power, and other renewable technologies in order to make an urgent change for our planet.",nan,0,nan,0
66,2020-01-02 22:17:00+00:00,2020-01-02,"Ryder is partnering with In-Charge Energy and ABB to make transition to electric vehicles easier.

https://t.co/WRMctyxs8w",nan,0,nan,0
67,2020-01-02 11:04:09+00:00,2020-01-02,Villingili was ruined the day they gave permit to drive electric vehicles.,nan,0,nan,0
68,2020-01-02 12:34:55+00:00,2020-01-02,"Tesla Inc.’s price target was raised by more than $100 at Canaccord Genuity, which wrote that the trend toward electric vehicles “will only accelerate in 2020.” $TSLA https://t.co/VgUzD8Ttf1",nan,0,nan,0
69,2020-01-02 01:01:43+00:00,2020-01-02,The growing popularity of electric vehicles could force a shift in the balance of power in the global car business that would have long-term consequences for Germany’s economy #ElectricVehicles #Automotive #Economy #Europe  https://t.co/ucBSXDnaGJ,nan,0,nan,0
70,2020-01-02 20:29:43+00:00,2020-01-02,"Great to see our very own @m_mohsanali speaking to @BBCLondonNews about the new 'sounds' being rolled out this year on some London bus routes. 

The aim is to make the silent electric vehicles less dangerous to blind and visually impaired passengers.

Catch the full piece here 👇 https://t.co/ZHZPrtiSgr",nan,0,nan,0
71,2020-01-02 20:19:00+00:00,2020-01-02,10 Electric Vehicles to Watch https://t.co/3c1cC2sXx8,nan,0,nan,0
72,2020-01-02 13:05:17+00:00,2020-01-02,Good piece on the threat of electric vehicles to Germany's economy...,nan,0,nan,0
73,2020-01-02 13:12:16+00:00,2020-01-02,"HOLA family wishes everyone a very Happy New Year!!!
Lets together drive into a cleaner tomorrow.

#AmpereHOLA #AmpereElectric #AmpUpYourLife https://t.co/8X5052UTuD",nan,0,nan,0
74,2020-01-02 12:21:04+00:00,2020-01-02,Zero to 60 in 2.2 Seconds? Electric Vehicles to Watch (via https://t.co/MgZbQM1UED) #poweredbytech,nan,0,nan,0
75,2020-01-02 16:00:42+00:00,2020-01-02,Zero to 60 in 2․2 Seconds? Electric Vehicles to Watch https://t.co/M6Ltgj64MN,nan,0,nan,0
76,2020-01-02 06:00:34+00:00,2020-01-02,Motorists eyeing switch to electric vehicles face year-long tailback amid huge demand   https://t.co/awkwP3eOVQ,nan,0,nan,0
77,2020-01-02 05:36:47+00:00,2020-01-02,"The @nytimes published an article entitled ""10 Electric Vehicles to Watch"" and didn't include a single model from @Tesla.

What. The. Fuck.

https://t.co/fYVVqgYrKr",nan,0,nan,0
78,2020-01-02 13:50:02+00:00,2020-01-02,"#Ford #Hybrid and #ELECTRIC #Vehicles - #Types of ...

#ElectricCars #ElectricVehicles #EV #FordCars #FordElectric #FordHybrid #FordRange #HybridCars #Hybrids #PlugInHybridCars #PluginHybrids #Stoneacre #Videos #Vlog #YouTube

https://t.co/T3be7Lrppt

 . https://t.co/rkzWVMVyLi",nan,0,nan,0
79,2020-01-02 17:47:11+00:00,2020-01-02,Check out the top 10 electric vehicles to look for in 2020! https://t.co/6HPLMGZxdg https://t.co/i2jkGS7wv1,nan,0,nan,0
80,2020-01-02 12:38:20+00:00,2020-01-02,"An excellent piece written by @bobbyllew on the last 10 years of electric vehicles and electricity generation. Well worth a read.

#electricty #ElectricVehicle #electricCars #10years #last10Years #coal",nan,0,nan,0
81,2020-01-02 01:30:00+00:00,2020-01-02,"Minimum wage hikes, fees for electric vehicles, new consumer privacy rules, gun regulations -- these are just a few of the issues state legislatures have dipped into or will be dipping into over the next decade.

https://t.co/58xC6q0jRr",nan,0,nan,0
82,2020-01-02 10:07:27+00:00,2020-01-02,"It's 2020 and we're in an EVolution!! - here's the what, why and the how https://t.co/yVIqA8wA8w https://t.co/9fT2W2nI4M",nan,0,nan,0
83,2020-01-02 18:50:57+00:00,2020-01-02,"As electric vehicles proliferate globally, the U.S. Big 3 are idle | National Observer https://t.co/vm3abdQSzm",nan,0,nan,0
84,2020-01-02 02:24:21+00:00,2020-01-02,"Los Angeles may force Uber to use electric vehicles, mayor says https://t.co/1pQqlxZ2xx",nan,0,nan,0
85,2020-01-02 18:10:06+00:00,2020-01-02,"The reality is, electric vehicles are great winter cars.
https://t.co/heTkGuVicw",nan,0,nan,0
86,2020-01-02 20:32:54+00:00,2020-01-02,"Interesting that even Car and Driver is willing to admit that e-bikes are the 'bigger' electric vehicles of the near future.

(And when I checked the poll at the bottom, some 85% of article readers would consider purchasing an e-bike!)

https://t.co/OdAJTEvJoB",nan,0,nan,0
87,2020-01-02 23:00:03+00:00,2020-01-02,"The 2020 Guide To Electric Vehicles Australia.
Find out the best Electric Vehicles for their suited application.

https://t.co/A9MsipXFdW

#EMC #ElectricVehicles #ElectricVehicle #VarleyGroup https://t.co/jrUv4Lzcbl",nan,0,nan,0
88,2020-01-02 08:41:15+00:00,2020-01-02,10 Ways That Car Dealerships Can Step Up To Sell Electric Vehicles https://t.co/fHEeNuVHbG,nan,0,nan,0
89,2020-01-02 10:32:49+00:00,2020-01-02,"The start of a new decade is a good time to think about the transformation ahead. Here's one take on why we should buy electric vehicles anyway, even if they might not yet be as green as we'd like.  https://t.co/Uzbafk36yU via @ConversationUK",nan,0,nan,0
90,2020-01-02 18:11:34+00:00,2020-01-02,"As @Tesla begins selling electric vehicles in Israel 🇮🇱 this month, thousands of new chargers are being planned by the government. Goal is for 25% EV market penetration by 2025. The US 🇺🇸 number is 2% today. https://t.co/BSV8Zx3SBK",nan,0,nan,0
91,2020-01-02 07:00:07+00:00,2020-01-02,"Driving Toward a Healthier Planet

Materials Day speaker Brian Storey describes how the @ToyotaResearch is embracing #machinelearning to advance the use of electric vehicles

https://t.co/y0CBEgXzDg @MIT
#AI
@AkwyZ @sallyeaves @MarijaButkovic @omeroymak @evankirstel @andi_staub https://t.co/ViWjKt3lnd",nan,0,nan,0
92,2020-01-02 13:47:54+00:00,2020-01-02,"Charge your Mobile on the Go!!!
The all new #AmpereElectric Reo Elite comes with USB charging port and multi functional hook to make your ride convenient.
Get your Reo Elite now!!
Available in Bengaluru

Book now- https://t.co/tw4LMvGUDB
#AmpereReoElite #AmpUpYourLife #technoswag https://t.co/eVQq63IREa",nan,0,nan,0
93,2020-01-02 06:24:43+00:00,2020-01-02,Petrol shortages stopping people leaving the holiday places. Think how much WORSE it would be if we all had climate friendly electric vehicles. You can bring in tankers of petrol but you can't bring in tanker of electricity. #auspol #AustraliaBurning #NSWbushfires,nan,0,nan,0
94,2020-01-02 09:56:08+00:00,2020-01-02,"3-- The Group’s electrified lineup, which comprised 24 models in 2019, will be expanded to 44 models by 2025, including 13 hybrids, six plug-in hybrids, 23 battery electric vehicles and two fuel- cell electric vehicles. @Hyundai_Global @HyundaiIndia @businessline #EVs https://t.co/PX2GnzkGWR",nan,0,nan,0
95,2020-01-02 14:23:22+00:00,2020-01-02,BYE BYE BEETLE:  Volkswagen is discontinuing the famous car to build new electric vehicles. https://t.co/P0y59r3PGd https://t.co/P0y59r3PGd,nan,0,nan,0
96,2020-01-02 16:22:24+00:00,2020-01-02,"We need investments in electric vehicles and renewable energy here in #Ohio. 

Those jobs must be #union so that workers and the communities that they live and work in can thrive.

This is how we turn the so-called rust belt to the MidBest!",nan,0,nan,0
97,2020-01-02 15:39:57+00:00,2020-01-02,"There's nearly 1.2 million electric vehicles on U.S. roads, but they share one big worry - where to plug in. https://t.co/RgFdLwoFhl",nan,0,nan,0
98,2020-01-02 22:40:03+00:00,2020-01-02,"Electric vehicles are in great demand now and Tesla is leading the way. But it seems like Tesla will have a big competitor in the electric vehicle game; Rivian, which is an electric truckmaker. https://t.co/sBgRJTL3JN https://t.co/GsKiwAEQSy",nan,0,nan,0
99,2020-01-02 10:46:14+00:00,2020-01-02,A revolutionary automotive decade begins; So will we at last see #microturbine augmented #EV electric vehicles from the likes of @DeltaMotorsport @GOWrightspeed @HybridKinetic @Techrules_Auto and others?? https://t.co/xip0w50njN,nan,0,nan,0
100,2020-01-02 17:08:37+00:00,2020-01-02,"10 Electric Vehicles to watch in 2020

https://t.co/9hfDxobBzG

#electricvehicles #sustainablemobility #evs",nan,0,nan,0
101,2020-01-02 15:03:49+00:00,2020-01-02,"Hyundai Group's electrified line-up that included 24 models in 2019, will expand to 13 hybrids, six plug-in hybrids, 23 battery electric vehicles and two fuel-cell electric vehicles by 2025, thereby a total up to 44 vehicles by 2025.  #9connectors #aautom https://t.co/zfKqutvalH https://t.co/eZBfsWklrF",nan,0,nan,0
102,2020-01-02 19:45:07+00:00,2020-01-02,"Electric vehicles, water top Pinal stories of 2019 https://t.co/agT5rAltWH #PinalCounty",nan,0,nan,0
103,2020-01-02 11:30:00+00:00,2020-01-02,Zero to 60 in 2.2 Seconds? Electric Vehicles to Watch https://t.co/MefGaZCi8Z,nan,0,nan,0
104,2020-01-02 15:46:34+00:00,2020-01-02,"2019 was a breakthrough year for electric vehicles in Colorado. Check out this blog I wrote which highlights the big moments of 2019, and explains why electric vehicles are so important in Colorado's fight against climate change. #ElectricVehicles  

https://t.co/RoDVaXezDp",nan,0,nan,0
105,2020-01-02 02:57:54+00:00,2020-01-02,How the U.S. Air Force Deployed Kubernetes and Istio on an F-16 in 45 days  https://t.co/VbFOjC1lV8,nan,0,nan,0
106,2020-01-02 00:28:00+00:00,2020-01-02,10 Electric Vehicles to Watch https://t.co/NIr8jkbGZu,nan,0,nan,0
107,2020-01-02 04:06:06+00:00,2020-01-02,Niti ayog s sdg report flags huge worries about hunger poverty in india https://t.co/vK0Q0z6ozV,nan,0,nan,0
108,2020-01-02 21:10:01+00:00,2020-01-02,⚡️@Hyundai planning to launch 23 pure electric vehicles by 2025. The number of BEVs will increase from 9 in 2019 to 23 by 2025 and 11 of them will be dedicated BEV models. https://t.co/Oo5vL3nahZ,nan,0,nan,0
109,2020-01-02 07:41:34+00:00,2020-01-02,"""We are going to invest into electric vehicles. We want to introduce a system as the vehicles, it automatically charges."" - Kwadwo Safo Jnr

#TV3NewDay",nan,0,nan,0
110,2020-01-02 18:30:13+00:00,2020-01-02,"Tesla Inc.’s price target was raised by more than $100 at Canaccord Genuity, which wrote that the trend toward electric vehicles “will only accelerate in 2020” https://t.co/flnhavjI7X",nan,0,nan,0
111,2020-01-02 19:45:00+00:00,2020-01-02,The start of the new year means new laws will be on the books in Alabama. One of those includes paying more money if you drive electric vehicles. &gt;&gt; https://t.co/nBmE0L54dr,nan,0,nan,0
112,2020-01-02 13:04:56+00:00,2020-01-02,Another one for #EVCommercial at the #ElectricVehiclesFestival @VauxhallPR ? Would be great to see your new #Electric at the Festival on Saturday 8th August! 💚⚡️🤔,nan,0,nan,0
113,2020-01-02 02:44:32+00:00,2020-01-02,"We’ll likely see a few electric vehicles on every street by the end of this decade. 

“This year, EV sales were up in every province except Ontario.”

#ElectricVehicles #Canada  https://t.co/jC4n4odHkp",nan,0,nan,0
114,2020-01-02 04:52:20+00:00,2020-01-02,10 Electric Vehicles to Watch https://t.co/G4ai5guQp7,nan,0,nan,0
115,2020-01-02 14:35:20+00:00,2020-01-02,"2020 is shaping up as something of a wildcard for electric vehicle markets as automakers face an uncertain policy landscape.
https://t.co/Ov7FgeHb34",nan,0,nan,0
